"Stars","Title","Entry ID","Entry Name","Date Added","Date Modified","Source Path","Source File","Source File Index","Chirality 1","chembl_id","chembl_pref_name","Chirality 2","Chirality 3","Chirality 4","Chirality 5","Chirality 6","Chirality 7","Chirality 8","Chirality 9","Chirality 10","Chirality 11","Chirality 12","Chirality 13","Chirality 14","Chirality 15","Chirality 16","Chirality 17","Chirality 18","Chirality 19","Chirality 20","Chirality 21","Chirality 22","Chirality 23","Chirality 24","Chirality 25","Chirality 26","Chirality 27","Chirality 28","Chirality 29","Chirality 30","mmshare version","flags","Ionization Penalty","Ionization Penalty Charging","Ionization Penalty Neutral","State Penalty","Charging Adjusted Penalty","Tot Q","Tot abs Q","EZ 1","Force Field","Energy","Chiralities Consistent","Variant","job name","tautomer probability","Chemistry Notes","EZ 2","EZ 3","EZ 4","EZ 5","EZ 6","EZ 7","EZ 8","EZ 9","EZ 10","EZ 11","EZ 12","EZ 13","EZ 14","EZ 15","EZ 16","PDB TITLE","PDB ID","PDB CLASSIFICATION","PDB DEPOSITION DATE","PDB format version","PDB RESOLUTION","PDB EXPDTA","PDB EXPDTA PH","PDB REMARK 350 Biomolecule 1 Chains","PDB REMARK 350 Biomolecule 1 Transformation 1","entry id backup","prepared","assigned bond orders","added hydrogens","treated metals","created disulfur","deleted far waters","ran protassign","Potential Energy-OPLS3","RMS Derivative-OPLS3","Max Derivative-OPLS3","Stretch Energy-OPLS3","Bend Energy-OPLS3","LJ-14 Energy-OPLS3","El-14 Energy-OPLS3","Van der Waals Energy-OPLS3","Electrostatic Energy-OPLS3","Dihedral Energy-OPLS3","target temperature","ran impref","grid version","gridbox xcent","gridbox ycent","gridbox zcent","gridbox xrange","gridbox yrange","gridbox zrange","gridbox ligxrange","gridbox ligyrange","gridbox ligzrange","receptor","glide gridfile","glide lignum","glide rotatable bonds","docking score","glide ligand efficiency","glide ligand efficiency sa","glide ligand efficiency ln","glide gscore","glide lipo","glide hbond","glide metal","glide rewards","glide evdw","glide ecoul","glide erotb","glide esite","glide emodel","glide energy","glide einternal","glide confnum","glide posenum","glide eff state penalty","Mark"
,"CHEMBL1304445","2018","chembl_ligands_with_ids.58","2024-01-16 14:44:45","2024-01-16 14:44:45","/home/users/mnguyen/ipz/glide-dock_SP_chembl_ligands","glide-dock_SP_chembl_ligands_pv.maegz",296,"","CHEMBL1304445","None","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",37011,0,0.0561,0.0000,0.0561,0.0456,0.046,0,0,"1_7_9_10_E","OPLS3",16.849,true,"CHEMBL1304445-1","ligprep_6",,"","","","","","","","","","","","","","","","","","","","","",,"",,"","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"glide-grid_test",141,6,-3.811,-0.181,-0.501,-0.942,-3.857,-1.366,0.000,0.000,-1.446,-21.605,-3.659,0.608,-0.024,-30.472,-25.264,1.148,2,259,0.046,
,"CHEMBL4082636","2019","chembl_ligands_with_ids.124","2024-01-16 14:44:45","2024-01-16 14:44:45","/home/users/mnguyen/ipz/glide-dock_SP_chembl_ligands","glide-dock_SP_chembl_ligands_pv.maegz",297,"","CHEMBL4082636","None","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",37011,0,0.1190,0.1183,0.0007,0.4639,0.582,1,1,"","OPLS3",30.778,true,"CHEMBL4082636-1","ligprep_6",,"","","","","","","","","","","","","","","","","","","","","",,"",,"","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"glide-grid_test",285,13,-3.811,-0.106,-0.350,-0.831,-4.275,-2.517,0.000,0.000,-0.461,-34.385,-2.205,0.786,-0.032,-40.608,-36.590,10.624,163,168,0.464,
,"CHEMBL43501","2020","chembl_ligands_with_ids.554","2024-01-16 14:44:45","2024-01-16 14:44:45","/home/users/mnguyen/ipz/glide-dock_SP_chembl_ligands","glide-dock_SP_chembl_ligands_pv.maegz",298,"","CHEMBL43501","None","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",37011,0,0.3247,0.0000,0.3247,0.3582,0.358,0,0,"","OPLS3",51.770,true,"CHEMBL43501-1","ligprep_6",,"","","","","","","","","","","","","","","","","","","","","",,"",,"","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"glide-grid_test",1072,15,-3.807,-0.087,-0.305,-0.796,-4.165,-1.625,-0.320,0.000,-0.072,-36.183,-7.456,0.807,-0.027,-52.813,-43.639,3.351,61,317,0.358,
,"CHEMBL2059078","2021","chembl_ligands_with_ids.242","2024-01-16 14:44:45","2024-01-16 14:44:45","/home/users/mnguyen/ipz/glide-dock_SP_chembl_ligands","glide-dock_SP_chembl_ligands_pv.maegz",299,"2_S_1_10_3_41","CHEMBL2059078","None","3_R_4_2_5_42","5_S_6_3_7_44","7_S_8_9_5_46","9_R_10_7_11_48","13_S_25_21_14_52","14_R_13_15_19_37","15_S_16_20_14_36","16_S_1_17_15_53","20_R_22_21_23_15","21_R_22_20_13_38","","","","","","","","","","","","","","","","","","","",37011,0,0.0000,0.0000,0.0000,0.0000,0.000,0,0,"17_18_19_14_Z","OPLS3",50.809,true,"CHEMBL2059078-1","ligprep_6",1.000,"This compound has an ester and may undergo hydrolysis at high or low pH. This compound contains an acetal/aminal-like group ( X-CH(R)-Y where X, Y are N, S, or O) that may be acid/base labile, releasing an aldehyde.","","","","","","","","","","","","","","","","","","","","",,"",,"","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"glide-grid_test",518,14,-3.804,-0.103,-0.343,-0.825,-3.804,-1.026,-0.191,0.000,-0.095,-26.013,-11.277,0.520,-0.020,-39.951,-37.290,10.993,114,127,0.000,
,"CHEMBL522621","2022","chembl_ligands_with_ids.271","2024-01-16 14:44:45","2024-01-16 14:44:45","/home/users/mnguyen/ipz/glide-dock_SP_chembl_ligands","glide-dock_SP_chembl_ligands_pv.maegz",300,"","CHEMBL522621","None","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",37011,0,0.0000,0.0000,0.0000,0.0000,0.000,0,0,"","OPLS3",71.860,true,"CHEMBL522621-1","ligprep_6",1.000,"","","","","","","","","","","","","","","","","","","","","",,"",,"","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"glide-grid_test",563,8,-3.795,-0.108,-0.355,-0.833,-3.795,-1.513,-0.608,0.000,-0.414,-26.196,-2.757,0.463,0.000,-34.913,-28.954,2.593,27,342,0.000,
,"CHEMBL486422","2023","chembl_ligands_with_ids.57","2024-01-16 14:44:45","2024-01-16 14:44:45","/home/users/mnguyen/ipz/glide-dock_SP_chembl_ligands","glide-dock_SP_chembl_ligands_pv.maegz",301,"3_R_4_5_2_34","CHEMBL486422","DAIDZIN","5_S_6_3_7_35","7_S_8_9_5_37","9_R_10_11_7_39","11_S_12_4_9_41","","","","","","","","","","","","","","","","","","","","","","","","","",37011,0,0.0009,0.0000,0.0009,0.0006,0.001,0,0,"","OPLS3",38.781,true,"CHEMBL486422-1","ligprep_6",1.000,"This compound contains an acetal/aminal-like group ( X-CH(R)-Y where X, Y are N, S, or O) that may be acid/base labile, releasing an aldehyde.","","","","","","","","","","","","","","","","","","","","",,"",,"","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"glide-grid_test",140,9,-3.794,-0.126,-0.393,-0.862,-3.795,-0.722,-0.011,0.000,-0.640,-21.819,-11.910,0.456,0.000,-37.625,-33.728,6.685,73,198,0.001,
,"CHEMBL518542","2024","chembl_ligands_with_ids.366","2024-01-16 14:44:45","2024-01-16 14:44:45","/home/users/mnguyen/ipz/glide-dock_SP_chembl_ligands","glide-dock_SP_chembl_ligands_pv.maegz",302,"4_R_8_18_5_10","CHEMBL518542","SPATHULENOL","5_R_1_4_6_9","8_S_11_4_7_12","17_R_13_18_3_20","18_R_13_4_17_19","","","","","","","","","","","","","","","","","","","","","","","","","",37011,0,0.0000,0.0000,0.0000,0.0000,0.000,0,0,"","OPLS3",28.551,true,"CHEMBL518542-1","ligprep_6",1.000,"","","","","","","","","","","","","","","","","","","","","",,"",,"","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"glide-grid_test",730,1,-3.791,-0.237,-0.597,-1.005,-3.791,-0.425,-0.320,0.000,-1.907,-10.998,-3.926,0.000,0.000,-18.248,-14.924,0.126,1,255,0.000,
,"CHEMBL3415713","2025","chembl_ligands_with_ids.398","2024-01-16 14:44:45","2024-01-16 14:44:45","/home/users/mnguyen/ipz/glide-dock_SP_chembl_ligands","glide-dock_SP_chembl_ligands_pv.maegz",303,"","CHEMBL3415713","None","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",37011,0,0.0000,0.0000,0.0000,0.0000,0.000,0,0,"","OPLS3",27.950,true,"CHEMBL3415713-1","ligprep_6",1.000,"","","","","","","","","","","","","","","","","","","","","",,"",,"","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"glide-grid_test",787,4,-3.789,-0.158,-0.455,-0.907,-3.789,-1.312,-0.317,0.000,-1.357,-17.017,-3.378,0.555,0.000,-25.206,-20.396,0.813,15,216,0.000,
,"CHEMBL3895122","2026","chembl_ligands_with_ids.119","2024-01-16 14:44:45","2024-01-16 14:44:45","/home/users/mnguyen/ipz/glide-dock_SP_chembl_ligands","glide-dock_SP_chembl_ligands_pv.maegz",304,"","CHEMBL3895122","None","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",37011,0,0.0094,0.0000,0.0094,0.0045,0.005,0,0,"14_15_16_18_E","OPLS3",38.193,true,"CHEMBL3895122-1","ligprep_6",,"This compound has an imine and may undergo hydrolysis.","","","","","","","","","","","","","","","","","","","","",,"",,"","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"glide-grid_test",278,3,-3.788,-0.146,-0.432,-0.890,-3.793,-1.294,0.000,0.000,-1.281,-23.194,-1.384,0.149,0.000,-29.201,-24.577,3.249,2,255,0.004,
,"CHEMBL3427782","2027","chembl_ligands_with_ids.225","2024-01-16 14:44:45","2024-01-16 14:44:45","/home/users/mnguyen/ipz/glide-dock_SP_chembl_ligands","glide-dock_SP_chembl_ligands_pv.maegz",305,"","CHEMBL3427782","None","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",37011,0,0.0275,0.0275,0.0000,0.0225,0.050,1,1,"","OPLS3",28.863,true,"CHEMBL3427782-1","ligprep_6",1.000,"","","","","","","","","","","","","","","","","","","","","",,"",,"","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"glide-grid_test",479,3,-3.787,-0.252,-0.623,-1.021,-3.810,-0.826,0.000,0.000,-2.044,-14.287,-6.806,0.815,-0.019,-26.571,-21.093,0.277,2,295,0.022,
,"CHEMBL4175014","2028","chembl_ligands_with_ids.432","2024-01-16 14:44:45","2024-01-16 14:44:45","/home/users/mnguyen/ipz/glide-dock_SP_chembl_ligands","glide-dock_SP_chembl_ligands_pv.maegz",306,"29_R_27_28_30_81","CHEMBL4175014","None","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",37011,0,0.0981,0.0981,0.0000,0.0797,0.178,2,2,"","OPLS3",85.091,true,"CHEMBL4175014-1","ligprep_6",1.000,"","","","","","","","","","","","","","","","","","","","","",,"",,"","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"glide-grid_test",843,12,-3.786,-0.092,-0.318,-0.803,-3.865,-1.852,-0.405,0.000,0.000,-31.996,-2.608,0.383,0.000,-41.421,-34.604,1.910,65,133,0.080,
,"CHEMBL1425000","2029","chembl_ligands_with_ids.268","2024-01-16 14:44:45","2024-01-16 14:44:45","/home/users/mnguyen/ipz/glide-dock_SP_chembl_ligands","glide-dock_SP_chembl_ligands_pv.maegz",307,"9_R_10_13_12_39","CHEMBL1425000","None","17_R_22_19_18_40","","","","","","","","","","","","","","","","","","","","","","","","","","","","",37011,0,0.0000,0.0000,0.0000,0.0000,0.000,0,0,"14_10_11_2_E","OPLS3",34.645,true,"CHEMBL1425000-1","ligprep_6",1.000,"","23_13_15_2_E","","","","","","","","","","","","","","","","","","","",,"",,"","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"glide-grid_test",558,7,-3.785,-0.105,-0.347,-0.826,-3.785,-0.961,-0.733,0.000,-0.174,-23.786,-7.287,0.429,-0.063,-36.686,-31.073,2.684,62,357,0.000,
,"CHEMBL4474704","2030","chembl_ligands_with_ids.352","2024-01-16 14:44:45","2024-01-16 14:44:45","/home/users/mnguyen/ipz/glide-dock_SP_chembl_ligands","glide-dock_SP_chembl_ligands_pv.maegz",308,"","CHEMBL4474704","None","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",37011,0,0.0006,0.0000,0.0006,0.0002,0.000,0,0,"","OPLS3",22.822,true,"CHEMBL4474704-1","ligprep_6",1.000,"","","","","","","","","","","","","","","","","","","","","",,"",,"","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"glide-grid_test",710,4,-3.783,-0.172,-0.482,-0.925,-3.783,-0.316,-0.320,0.000,-1.802,-19.394,-7.201,0.744,-0.040,-32.396,-26.596,0.973,97,291,0.000,
,"CHEMBL3937177","2031","chembl_ligands_with_ids.179","2024-01-16 14:44:45","2024-01-16 14:44:45","/home/users/mnguyen/ipz/glide-dock_SP_chembl_ligands","glide-dock_SP_chembl_ligands_pv.maegz",309,"","CHEMBL3937177","None","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",37011,0,0.8711,0.8706,0.0005,0.9079,1.778,-1,1,"","OPLS3",24.196,true,"CHEMBL3937177-2","ligprep_6",,"","","","","","","","","","","","","","","","","","","","","",,"",,"","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"glide-grid_test",397,5,-3.778,-0.151,-0.442,-0.896,-4.686,-1.192,-0.608,0.000,-1.062,-23.265,-7.358,0.454,-0.011,-39.663,-30.623,1.094,4,148,0.908,
,"CHEMBL116438","2032","chembl_ligands_with_ids.183","2024-01-16 14:44:45","2024-01-16 14:44:45","/home/users/mnguyen/ipz/glide-dock_SP_chembl_ligands","glide-dock_SP_chembl_ligands_pv.maegz",310,"","CHEMBL116438","CURCUMIN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",37011,0,0.0392,0.0000,0.0392,0.3439,0.344,0,0,"5_6_7_8_E","OPLS3",36.187,true,"CHEMBL116438-1","ligprep_6",0.692,"","10_12_13_14_E","","","","","","","","","","","","","","","","","","","",,"",,"","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"glide-grid_test",404,10,-3.773,-0.140,-0.419,-0.878,-4.117,-1.323,0.000,0.000,-0.897,-21.979,-10.983,0.852,-0.002,-39.479,-32.963,2.986,34,355,0.344,
,"CHEMBL4094601","2033","chembl_ligands_with_ids.547","2024-01-16 14:44:45","2024-01-16 14:44:45","/home/users/mnguyen/ipz/glide-dock_SP_chembl_ligands","glide-dock_SP_chembl_ligands_pv.maegz",311,"","CHEMBL4094601","None","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",37011,0,0.4364,0.0000,0.4364,0.4381,0.438,0,0,"","OPLS3",18.695,true,"CHEMBL4094601-2","ligprep_6",,"","","","","","","","","","","","","","","","","","","","","",,"",,"","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"glide-grid_test",1062,12,-3.772,-0.108,-0.353,-0.828,-4.210,-1.021,-0.582,0.000,-0.337,-34.038,-9.756,0.903,-0.009,-50.276,-43.793,9.108,362,273,0.438,
,"CHEMBL1371074","2034","chembl_ligands_with_ids.470","2024-01-16 14:44:45","2024-01-16 14:44:45","/home/users/mnguyen/ipz/glide-dock_SP_chembl_ligands","glide-dock_SP_chembl_ligands_pv.maegz",312,"","CHEMBL1371074","None","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",37011,0,0.0007,0.0007,0.0000,0.0005,0.001,-1,1,"8_13_21_23_E","OPLS3",72.798,true,"CHEMBL1371074-1","ligprep_6",,"","","","","","","","","","","","","","","","","","","","","",,"",,"","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"glide-grid_test",902,4,-3.766,-0.135,-0.408,-0.869,-3.767,-0.629,-0.273,0.000,-0.980,-21.217,-8.347,0.428,0.000,-37.214,-29.564,1.217,7,332,0.001,
,"CHEMBL481309","2035","chembl_ligands_with_ids.300","2024-01-16 14:44:45","2024-01-16 14:44:45","/home/users/mnguyen/ipz/glide-dock_SP_chembl_ligands","glide-dock_SP_chembl_ligands_pv.maegz",313,"","CHEMBL481309","None","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",37011,0,0.0725,0.0000,0.0725,0.0604,0.060,0,0,"","OPLS3",30.985,true,"CHEMBL481309-1","ligprep_6",,"","","","","","","","","","","","","","","","","","","","","",,"",,"","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"glide-grid_test",613,5,-3.764,-0.125,-0.390,-0.855,-3.824,-1.399,0.000,0.000,-0.744,-27.634,-3.557,0.234,0.000,-37.593,-31.191,0.606,7,175,0.060,
,"CHEMBL3983404","2036","chembl_ligands_with_ids.427","2024-01-16 14:44:45","2024-01-16 14:44:45","/home/users/mnguyen/ipz/glide-dock_SP_chembl_ligands","glide-dock_SP_chembl_ligands_pv.maegz",314,"","CHEMBL3983404","None","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",37011,0,0.0004,0.0000,0.0004,0.0000,0.000,0,0,"","OPLS3",29.662,true,"CHEMBL3983404-1","ligprep_6",1.000,"","","","","","","","","","","","","","","","","","","","","",,"",,"","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"glide-grid_test",835,4,-3.764,-0.164,-0.465,-0.910,-3.764,-0.847,0.000,0.000,-1.428,-24.426,-4.127,0.352,0.000,-33.748,-28.553,2.641,5,35,0.000,
,"CHEMBL1822709","2037","chembl_ligands_with_ids.541","2024-01-16 14:44:45","2024-01-16 14:44:45","/home/users/mnguyen/ipz/glide-dock_SP_chembl_ligands","glide-dock_SP_chembl_ligands_pv.maegz",315,"","CHEMBL1822709","None","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",37011,0,1.2174,0.8165,0.4010,1.2952,2.112,3,3,"","OPLS3",92.602,true,"CHEMBL1822709-4","ligprep_6",,"","","","","","","","","","","","","","","","","","","","","",,"",,"","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"glide-grid_test",1042,18,-3.760,-0.058,-0.233,-0.727,-5.055,-1.407,-0.320,0.000,-0.387,-44.112,-6.680,0.298,-0.031,-60.784,-50.792,5.058,7,21,1.295,
,"CHEMBL298986","2038","chembl_ligands_with_ids.453","2024-01-16 14:44:45","2024-01-16 14:44:45","/home/users/mnguyen/ipz/glide-dock_SP_chembl_ligands","glide-dock_SP_chembl_ligands_pv.maegz",316,"","CHEMBL298986","None","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",37011,0,0.0050,0.0041,0.0009,0.0650,0.069,0,0,"","OPLS3",34.045,true,"CHEMBL298986-1","ligprep_6",0.882,"","","","","","","","","","","","","","","","","","","","","",,"",,"","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"glide-grid_test",878,2,-3.759,-0.209,-0.547,-0.966,-3.824,-0.248,-0.159,0.000,-2.137,-19.569,-5.819,0.579,-0.008,-29.091,-25.388,4.330,8,150,0.065,
,"CHEMBL323197","2039","chembl_ligands_with_ids.51","2024-01-16 14:44:45","2024-01-16 14:44:45","/home/users/mnguyen/ipz/glide-dock_SP_chembl_ligands","glide-dock_SP_chembl_ligands_pv.maegz",317,"","CHEMBL323197","MANGOSTIN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",37011,0,0.1021,0.0000,0.1021,0.0799,0.080,0,0,"","OPLS3",20.892,true,"CHEMBL323197-1","ligprep_6",,"","","","","","","","","","","","","","","","","","","","","",,"",,"","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"glide-grid_test",125,8,-3.759,-0.125,-0.389,-0.854,-3.839,-1.596,0.000,0.000,-0.744,-29.132,-3.401,0.468,0.000,-39.202,-32.533,0.821,11,266,0.080,
,"CHEMBL1346055","2040","chembl_ligands_with_ids.224","2024-01-16 14:44:45","2024-01-16 14:44:45","/home/users/mnguyen/ipz/glide-dock_SP_chembl_ligands","glide-dock_SP_chembl_ligands_pv.maegz",318,"","CHEMBL1346055","None","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",37011,0,0.0004,0.0004,0.0001,0.4107,0.411,-1,1,"7_10_14_13_Z","OPLS3",35.205,true,"CHEMBL1346055-2","ligprep_6",0.500,"","","","","","","","","","","","","","","","","","","","","",,"",,"","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"glide-grid_test",478,4,-3.758,-0.130,-0.398,-0.861,-4.169,-1.232,-0.200,0.000,-0.867,-23.287,-6.830,0.357,-0.038,-40.601,-30.117,2.743,15,208,0.411,
,"CHEMBL4085744","2041","chembl_ligands_with_ids.537","2024-01-16 14:44:45","2024-01-16 14:44:45","/home/users/mnguyen/ipz/glide-dock_SP_chembl_ligands","glide-dock_SP_chembl_ligands_pv.maegz",319,"","CHEMBL4085744","None","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",37011,0,0.1201,0.1198,0.0004,0.1093,0.229,1,1,"","OPLS3",46.806,true,"CHEMBL4085744-1","ligprep_6",1.000,"","","","","","","","","","","","","","","","","","","","","",,"",,"","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"glide-grid_test",1031,16,-3.758,-0.094,-0.321,-0.801,-3.867,-1.242,0.000,0.000,-0.118,-34.183,-8.495,0.578,-0.102,-46.491,-42.678,11.921,325,193,0.109,
,"CHEMBL5181347","2042","chembl_ligands_with_ids.321","2024-01-16 14:44:45","2024-01-16 14:44:45","/home/users/mnguyen/ipz/glide-dock_SP_chembl_ligands","glide-dock_SP_chembl_ligands_pv.maegz",320,"","CHEMBL5181347","None","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",37011,0,0.2227,0.2227,0.0000,0.2021,0.425,2,2,"","OPLS3",65.889,true,"CHEMBL5181347-1","ligprep_6",1.000,"","","","","","","","","","","","","","","","","","","","","",,"",,"","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"glide-grid_test",653,10,-3.756,-0.114,-0.365,-0.835,-3.958,-1.803,0.000,0.000,-0.323,-26.750,-6.978,0.588,-0.035,-40.002,-33.728,4.333,73,317,0.202,
,"CHEMBL1365290","2043","chembl_ligands_with_ids.318","2024-01-16 14:44:45","2024-01-16 14:44:45","/home/users/mnguyen/ipz/glide-dock_SP_chembl_ligands","glide-dock_SP_chembl_ligands_pv.maegz",321,"","CHEMBL1365290","None","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",37011,0,0.0197,0.0197,0.0000,0.0158,0.036,-1,1,"7_8_14_18_E","OPLS3",55.132,true,"CHEMBL1365290-1","ligprep_6",,"","14_18_19_21_E","","","","","","","","","","","","","","","","","","","",,"",,"","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"glide-grid_test",648,3,-3.752,-0.150,-0.439,-0.889,-3.768,-0.645,-0.205,0.000,-1.378,-25.152,-4.117,0.336,0.000,-35.389,-29.269,2.265,5,311,0.016,
,"CHEMBL1416382","2044","chembl_ligands_with_ids.286","2024-01-16 14:44:45","2024-01-16 14:44:45","/home/users/mnguyen/ipz/glide-dock_SP_chembl_ligands","glide-dock_SP_chembl_ligands_pv.maegz",322,"","CHEMBL1416382","None","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",37011,0,0.0000,0.0000,0.0000,0.0000,0.000,-1,1,"23_6_10_8_Z","OPLS3",62.298,true,"CHEMBL1416382-1","ligprep_6",1.000,"This compound has an imine and may undergo hydrolysis.","9_15_17_12_E","","","","","","","","","","","","","","","","","","","",,"",,"","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"glide-grid_test",589,3,-3.750,-0.163,-0.464,-0.907,-3.750,-1.188,-0.320,0.000,-0.680,-23.315,-4.188,0.232,0.000,-33.356,-27.504,2.551,6,157,0.000,
,"CHEMBL1492622","2045","chembl_ligands_with_ids.217","2024-01-16 14:44:45","2024-01-16 14:44:45","/home/users/mnguyen/ipz/glide-dock_SP_chembl_ligands","glide-dock_SP_chembl_ligands_pv.maegz",323,"25_S_8_30_29_31","CHEMBL1492622","None","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",37011,0,0.0000,0.0000,0.0000,0.0000,0.000,0,0,"","OPLS3",63.390,true,"CHEMBL1492622-1","ligprep_6",1.000,"","","","","","","","","","","","","","","","","","","","","",,"",,"","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"glide-grid_test",467,9,-3.749,-0.114,-0.364,-0.834,-3.749,-1.393,-0.121,0.000,-0.489,-33.340,-4.417,0.619,-0.037,-44.257,-37.757,3.140,34,190,0.000,
,"CHEMBL488606","2046","chembl_ligands_with_ids.336","2024-01-16 14:44:45","2024-01-16 14:44:45","/home/users/mnguyen/ipz/glide-dock_SP_chembl_ligands","glide-dock_SP_chembl_ligands_pv.maegz",324,"","CHEMBL488606","8-DEOXYGARTANIN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",37011,0,0.0271,0.0000,0.0271,0.0141,0.014,0,0,"","OPLS3",13.569,true,"CHEMBL488606-1","ligprep_6",,"","","","","","","","","","","","","","","","","","","","","",,"",,"","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"glide-grid_test",680,7,-3.748,-0.134,-0.406,-0.865,-3.762,-1.048,-0.316,0.000,-0.815,-23.933,-6.149,0.536,0.000,-33.974,-30.082,5.017,14,256,0.014,
,"CHEMBL3120370","2047","chembl_ligands_with_ids.428","2024-01-16 14:44:45","2024-01-16 14:44:45","/home/users/mnguyen/ipz/glide-dock_SP_chembl_ligands","glide-dock_SP_chembl_ligands_pv.maegz",325,"","CHEMBL3120370","None","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",37011,0,0.0044,0.0011,0.0033,0.0000,0.001,-1,3,"","OPLS3",31.798,true,"CHEMBL3120370-1","ligprep_6",1.000,"","","","","","","","","","","","","","","","","","","","","",,"",,"","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"glide-grid_test",836,7,-3.745,-0.113,-0.364,-0.833,-3.745,-0.753,-0.172,0.000,-0.770,-26.896,-7.060,0.403,-0.049,-43.194,-33.956,1.421,6,249,0.000,
,"CHEMBL1982808","2048","chembl_ligands_with_ids.341","2024-01-16 14:44:45","2024-01-16 14:44:45","/home/users/mnguyen/ipz/glide-dock_SP_chembl_ligands","glide-dock_SP_chembl_ligands_pv.maegz",326,"","CHEMBL1982808","None","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",37011,0,0.0003,0.0000,0.0003,0.0002,0.000,0,0,"4_3_12_8_E","OPLS3",43.187,true,"CHEMBL1982808-1","ligprep_6",,"This compound has an imine and may undergo hydrolysis.","","","","","","","","","","","","","","","","","","","","",,"",,"","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"glide-grid_test",688,5,-3.744,-0.156,-0.450,-0.896,-3.744,-1.175,0.000,0.000,-1.403,-28.994,-2.054,0.618,-0.026,-31.283,-31.048,13.214,56,7,0.000,
