,action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
219,,Not Active,4868985,[],CHEMBL1614220,"PUBCHEM_BIOASSAY: Fluorescence-based biochemical high throughput dose response assay for inhibitors of the Hepatitis C Virus non-structural protein 3 helicase (NS3). (Class of assay: confirmatory) [Related pubchem assays: 1830 (Summary AID.), 1800 (Primary screen (NS3 inhibitors).), 1943 (Confirmation screen (NS3 inhibitors).)]",B,,,BAO_0000190,BAO_0000357,single protein format,CC1CCCCC1NC(=O)COC(=O)c1c2c(nc3ccccc13)/C(=C/c1ccco1)CC2,,,CHEMBL1201862,,,"{'bei': '11.15', 'le': '0.21', 'lle': '-0.22', 'sei': '6.08'}",CHEMBL1450458,,CHEMBL1450458,4.96,0,http://www.openphacts.org/units/Nanomolar,1045056,=,7,1,=,,IC50,nM,,11103.0,CHEMBL1293269,Hepatitis C virus,NS3,11103,,,IC50,um,UO_0000065,,11.103
220,,Active,4868986,[],CHEMBL1614220,"PUBCHEM_BIOASSAY: Fluorescence-based biochemical high throughput dose response assay for inhibitors of the Hepatitis C Virus non-structural protein 3 helicase (NS3). (Class of assay: confirmatory) [Related pubchem assays: 1830 (Summary AID.), 1800 (Primary screen (NS3 inhibitors).), 1943 (Confirmation screen (NS3 inhibitors).)]",B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(NC(=O)C2=C(c3ccccc3)S(=O)(=O)CCS2(=O)=O)cc1,,,CHEMBL1201862,,,"{'bei': '12.86', 'le': '0.26', 'lle': '2.88', 'sei': '5.17'}",CHEMBL1529115,,CHEMBL1529115,5.04,0,http://www.openphacts.org/units/Nanomolar,1127511,=,7,1,=,,IC50,nM,,9230.0,CHEMBL1293269,Hepatitis C virus,NS3,11103,,,IC50,um,UO_0000065,,9.23
221,,Active,4868987,[],CHEMBL1614220,"PUBCHEM_BIOASSAY: Fluorescence-based biochemical high throughput dose response assay for inhibitors of the Hepatitis C Virus non-structural protein 3 helicase (NS3). (Class of assay: confirmatory) [Related pubchem assays: 1830 (Summary AID.), 1800 (Primary screen (NS3 inhibitors).), 1943 (Confirmation screen (NS3 inhibitors).)]",B,,,BAO_0000190,BAO_0000357,single protein format,COc1cccc(-n2c(SCc3cc(=O)oc4cc(O)c(O)cc34)nc3ccccc3c2=O)c1,,,CHEMBL1201862,,,"{'bei': '11.88', 'le': '0.23', 'lle': '1.44', 'sei': '4.91'}",CHEMBL1499658,,CHEMBL1499658,5.64,0,http://www.openphacts.org/units/Nanomolar,1038596,=,7,1,=,,IC50,nM,,2314.0,CHEMBL1293269,Hepatitis C virus,NS3,11103,,,IC50,um,UO_0000065,,2.314
222,,Active,4868988,[],CHEMBL1614220,"PUBCHEM_BIOASSAY: Fluorescence-based biochemical high throughput dose response assay for inhibitors of the Hepatitis C Virus non-structural protein 3 helicase (NS3). (Class of assay: confirmatory) [Related pubchem assays: 1830 (Summary AID.), 1800 (Primary screen (NS3 inhibitors).), 1943 (Confirmation screen (NS3 inhibitors).)]",B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccccc1NC(=O)CSc1nnc(-c2ccco2)c(-c2ccco2)n1,,,CHEMBL1201862,,,"{'bei': '12.90', 'le': '0.25', 'lle': '0.63', 'sei': '5.38'}",CHEMBL1566266,,CHEMBL1566266,5.06,0,http://www.openphacts.org/units/Nanomolar,1000578,=,7,1,=,,IC50,nM,,8623.0,CHEMBL1293269,Hepatitis C virus,NS3,11103,,,IC50,um,UO_0000065,,8.623
223,,Active,4868989,[],CHEMBL1614220,"PUBCHEM_BIOASSAY: Fluorescence-based biochemical high throughput dose response assay for inhibitors of the Hepatitis C Virus non-structural protein 3 helicase (NS3). (Class of assay: confirmatory) [Related pubchem assays: 1830 (Summary AID.), 1800 (Primary screen (NS3 inhibitors).), 1943 (Confirmation screen (NS3 inhibitors).)]",B,,,BAO_0000190,BAO_0000357,single protein format,CC(=O)c1ccc(NC(=O)c2ccc3nc(-c4ccco4)c(-c4ccco4)nc3c2)cc1,,,CHEMBL1201862,,,"{'bei': '12.35', 'le': '0.22', 'lle': '-0.37', 'sei': '5.32'}",CHEMBL1500600,,CHEMBL1500600,5.23,0,http://www.openphacts.org/units/Nanomolar,998516,=,7,1,=,,IC50,nM,,5884.0,CHEMBL1293269,Hepatitis C virus,NS3,11103,,,IC50,um,UO_0000065,,5.884
224,,Not Active,4868990,[],CHEMBL1614220,"PUBCHEM_BIOASSAY: Fluorescence-based biochemical high throughput dose response assay for inhibitors of the Hepatitis C Virus non-structural protein 3 helicase (NS3). (Class of assay: confirmatory) [Related pubchem assays: 1830 (Summary AID.), 1800 (Primary screen (NS3 inhibitors).), 1943 (Confirmation screen (NS3 inhibitors).)]",B,,,BAO_0000190,BAO_0000357,single protein format,CCc1cc2c(=O)n(Cc3ccco3)c(SCc3c(C)noc3C)nc2s1,,,CHEMBL1201862,,,"{'bei': '11.44', 'le': '0.23', 'lle': '0.03', 'sei': '6.20'}",CHEMBL1491676,,CHEMBL1491676,4.59,0,http://www.openphacts.org/units/Nanomolar,1165168,=,7,1,=,,IC50,nM,,25623.0,CHEMBL1293269,Hepatitis C virus,NS3,11103,,,IC50,um,UO_0000065,,25.623
225,,Active,4868991,[],CHEMBL1614220,"PUBCHEM_BIOASSAY: Fluorescence-based biochemical high throughput dose response assay for inhibitors of the Hepatitis C Virus non-structural protein 3 helicase (NS3). (Class of assay: confirmatory) [Related pubchem assays: 1830 (Summary AID.), 1800 (Primary screen (NS3 inhibitors).), 1943 (Confirmation screen (NS3 inhibitors).)]",B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cc(Cl)ccc1Oc1ccccc1C(=O)CC#N,,,CHEMBL1201862,,,"{'bei': '19.08', 'le': '0.37', 'lle': '0.91', 'sei': '10.88'}",CHEMBL1333666,,CHEMBL1333666,5.45,0,http://www.openphacts.org/units/Nanomolar,1124630,=,7,1,=,,IC50,nM,,3545.0,CHEMBL1293269,Hepatitis C virus,NS3,11103,,,IC50,um,UO_0000065,,3.545
226,,Not Active,4868992,[],CHEMBL1614220,"PUBCHEM_BIOASSAY: Fluorescence-based biochemical high throughput dose response assay for inhibitors of the Hepatitis C Virus non-structural protein 3 helicase (NS3). (Class of assay: confirmatory) [Related pubchem assays: 1830 (Summary AID.), 1800 (Primary screen (NS3 inhibitors).), 1943 (Confirmation screen (NS3 inhibitors).)]",B,,,BAO_0000190,BAO_0000357,single protein format,CCCCOc1ccccc1C(=O)NNC(=S)NC(=O)c1ccccc1[N+](=O)[O-],,,CHEMBL1201862,,,"{'bei': '11.80', 'le': '0.23', 'lle': '2.19', 'sei': '4.01'}",CHEMBL1596969,,CHEMBL1596969,4.91,0,http://www.openphacts.org/units/Nanomolar,1207281,=,7,1,=,,IC50,nM,,12218.0,CHEMBL1293269,Hepatitis C virus,NS3,11103,,,IC50,um,UO_0000065,,12.218
227,,Not Active,4868993,[],CHEMBL1614220,"PUBCHEM_BIOASSAY: Fluorescence-based biochemical high throughput dose response assay for inhibitors of the Hepatitis C Virus non-structural protein 3 helicase (NS3). (Class of assay: confirmatory) [Related pubchem assays: 1830 (Summary AID.), 1800 (Primary screen (NS3 inhibitors).), 1943 (Confirmation screen (NS3 inhibitors).)]",B,,,BAO_0000190,BAO_0000357,single protein format,CC(Oc1ccccc1)C(=O)Nc1oc(-c2ccco2)c(-c2ccco2)c1C#N,,,CHEMBL1201862,,,"{'bei': '12.30', 'le': '0.22', 'lle': '-0.30', 'sei': '4.70'}",CHEMBL1343163,,CHEMBL1343163,4.78,0,http://www.openphacts.org/units/Nanomolar,1044318,=,7,1,=,,IC50,nM,,16707.0,CHEMBL1293269,Hepatitis C virus,NS3,11103,,,IC50,um,UO_0000065,,16.707
228,,Active,4868994,[],CHEMBL1614220,"PUBCHEM_BIOASSAY: Fluorescence-based biochemical high throughput dose response assay for inhibitors of the Hepatitis C Virus non-structural protein 3 helicase (NS3). (Class of assay: confirmatory) [Related pubchem assays: 1830 (Summary AID.), 1800 (Primary screen (NS3 inhibitors).), 1943 (Confirmation screen (NS3 inhibitors).)]",B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cc(N2C(=O)C(O)=C(C(=O)c3ccc(C)o3)C2c2ccc(OCc3ccccc3)cc2)no1,,,CHEMBL1201862,,,"{'bei': '12.24', 'le': '0.22', 'lle': '0.51', 'sei': '5.43'}",CHEMBL1374123,,CHEMBL1374123,5.76,0,http://www.openphacts.org/units/Nanomolar,1250424,=,7,1,=,,IC50,nM,,1738.0,CHEMBL1293269,Hepatitis C virus,NS3,11103,,,IC50,um,UO_0000065,,1.738
229,,Not Active,4868995,[],CHEMBL1614220,"PUBCHEM_BIOASSAY: Fluorescence-based biochemical high throughput dose response assay for inhibitors of the Hepatitis C Virus non-structural protein 3 helicase (NS3). (Class of assay: confirmatory) [Related pubchem assays: 1830 (Summary AID.), 1800 (Primary screen (NS3 inhibitors).), 1943 (Confirmation screen (NS3 inhibitors).)]",B,,,BAO_0000190,BAO_0000357,single protein format,CC1(C)Cc2c(C#N)c(NCCc3ccccc3)nc(-c3ccco3)c2CO1,,,CHEMBL1201862,,,"{'bei': '11.92', 'le': '0.22', 'lle': '-0.27', 'sei': '6.26'}",CHEMBL1362157,,CHEMBL1362157,4.45,0,http://www.openphacts.org/units/Nanomolar,1300508,=,7,1,=,,IC50,nM,,35304.0,CHEMBL1293269,Hepatitis C virus,NS3,11103,,,IC50,um,UO_0000065,,35.304
230,,Active,4868996,[],CHEMBL1614220,"PUBCHEM_BIOASSAY: Fluorescence-based biochemical high throughput dose response assay for inhibitors of the Hepatitis C Virus non-structural protein 3 helicase (NS3). (Class of assay: confirmatory) [Related pubchem assays: 1830 (Summary AID.), 1800 (Primary screen (NS3 inhibitors).), 1943 (Confirmation screen (NS3 inhibitors).)]",B,,,BAO_0000190,BAO_0000357,single protein format,CCCOc1ccc(C2C(C(=O)c3ccc(C)o3)=C(O)C(=O)N2Cc2ccco2)cc1OCC,,,CHEMBL1201862,,,"{'bei': '11.35', 'le': '0.21', 'lle': '0.14', 'sei': '5.16'}",CHEMBL1540923,,CHEMBL1540923,5.29,0,http://www.openphacts.org/units/Nanomolar,1231476,=,7,1,=,,IC50,nM,,5186.0,CHEMBL1293269,Hepatitis C virus,NS3,11103,,,IC50,um,UO_0000065,,5.186
231,,Active,4868997,[],CHEMBL1614220,"PUBCHEM_BIOASSAY: Fluorescence-based biochemical high throughput dose response assay for inhibitors of the Hepatitis C Virus non-structural protein 3 helicase (NS3). (Class of assay: confirmatory) [Related pubchem assays: 1830 (Summary AID.), 1800 (Primary screen (NS3 inhibitors).), 1943 (Confirmation screen (NS3 inhibitors).)]",B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(OC)c(C2CC(=O)N3CN(c4ccccc4F)CSC3=C2C#N)c1,,,CHEMBL1201862,,,"{'bei': '12.15', 'le': '0.24', 'lle': '1.11', 'sei': '7.86'}",CHEMBL1414563,,CHEMBL1414563,5.17,0,http://www.openphacts.org/units/Nanomolar,1273957,=,7,1,=,,IC50,nM,,6774.0,CHEMBL1293269,Hepatitis C virus,NS3,11103,,,IC50,um,UO_0000065,,6.774
232,,Active,4868998,[],CHEMBL1614220,"PUBCHEM_BIOASSAY: Fluorescence-based biochemical high throughput dose response assay for inhibitors of the Hepatitis C Virus non-structural protein 3 helicase (NS3). (Class of assay: confirmatory) [Related pubchem assays: 1830 (Summary AID.), 1800 (Primary screen (NS3 inhibitors).), 1943 (Confirmation screen (NS3 inhibitors).)]",B,,,BAO_0000190,BAO_0000357,single protein format,N#C/C(=C\c1ccc(O)c(O)c1)S(=O)(=O)c1ccccc1,,,CHEMBL1201862,,,"{'bei': '17.78', 'le': '0.35', 'lle': '2.92', 'sei': '5.45'}",CHEMBL1304445,,CHEMBL1304445,5.36,0,http://www.openphacts.org/units/Nanomolar,1195333,=,7,1,=,,IC50,nM,,4389.0,CHEMBL1293269,Hepatitis C virus,NS3,11103,,,IC50,um,UO_0000065,,4.389
233,,Active,4868999,[],CHEMBL1614220,"PUBCHEM_BIOASSAY: Fluorescence-based biochemical high throughput dose response assay for inhibitors of the Hepatitis C Virus non-structural protein 3 helicase (NS3). (Class of assay: confirmatory) [Related pubchem assays: 1830 (Summary AID.), 1800 (Primary screen (NS3 inhibitors).), 1943 (Confirmation screen (NS3 inhibitors).)]",B,,,BAO_0000190,BAO_0000357,single protein format,COC(=O)c1sc(N2C(=O)C(O)=C(C(=O)c3ccc(C)o3)C2c2cc(OC)ccc2OC)nc1C,,,CHEMBL1201862,,,"{'bei': '10.53', 'le': '0.20', 'lle': '1.31', 'sei': '4.09'}",CHEMBL1481011,,CHEMBL1481011,5.25,0,http://www.openphacts.org/units/Nanomolar,1227267,=,7,1,=,,IC50,nM,,5663.0,CHEMBL1293269,Hepatitis C virus,NS3,11103,,,IC50,um,UO_0000065,,5.663
234,,Active,4869000,[],CHEMBL1614220,"PUBCHEM_BIOASSAY: Fluorescence-based biochemical high throughput dose response assay for inhibitors of the Hepatitis C Virus non-structural protein 3 helicase (NS3). (Class of assay: confirmatory) [Related pubchem assays: 1830 (Summary AID.), 1800 (Primary screen (NS3 inhibitors).), 1943 (Confirmation screen (NS3 inhibitors).)]",B,,,BAO_0000190,BAO_0000357,single protein format,O=C1/C(=C/C=C/c2ccco2)SC(=S)N1c1ccc(O)cc1,,,CHEMBL1201862,,,"{'bei': '16.00', 'le': '0.33', 'lle': '1.32', 'sei': '9.82'}",CHEMBL1493191,,CHEMBL1493191,5.27,0,http://www.openphacts.org/units/Nanomolar,1144995,=,7,1,=,,IC50,nM,,5351.0,CHEMBL1293269,Hepatitis C virus,NS3,11103,,,IC50,um,UO_0000065,,5.351
235,,Active,4869001,[],CHEMBL1614220,"PUBCHEM_BIOASSAY: Fluorescence-based biochemical high throughput dose response assay for inhibitors of the Hepatitis C Virus non-structural protein 3 helicase (NS3). (Class of assay: confirmatory) [Related pubchem assays: 1830 (Summary AID.), 1800 (Primary screen (NS3 inhibitors).), 1943 (Confirmation screen (NS3 inhibitors).)]",B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cc(O)c(C(=O)/C=C/c2c(F)c(F)c(F)c(F)c2F)c(=O)o1,,,CHEMBL1201862,,,"{'bei': '14.60', 'le': '0.29', 'lle': '1.80', 'sei': '7.49'}",CHEMBL1375490,,CHEMBL1375490,5.05,0,http://www.openphacts.org/units/Nanomolar,1211924,=,7,1,=,,IC50,nM,,8845.0,CHEMBL1293269,Hepatitis C virus,NS3,11103,,,IC50,um,UO_0000065,,8.845
236,,Active,4869002,[],CHEMBL1614220,"PUBCHEM_BIOASSAY: Fluorescence-based biochemical high throughput dose response assay for inhibitors of the Hepatitis C Virus non-structural protein 3 helicase (NS3). (Class of assay: confirmatory) [Related pubchem assays: 1830 (Summary AID.), 1800 (Primary screen (NS3 inhibitors).), 1943 (Confirmation screen (NS3 inhibitors).)]",B,,,BAO_0000190,BAO_0000357,single protein format,O=C(C1=C(O)C(=O)N(Cc2ccco2)C1c1cccc(Cl)c1)c1ccc2c(c1)OCCO2,,,CHEMBL1201862,,,"{'bei': '11.81', 'le': '0.23', 'lle': '0.86', 'sei': '5.98'}",CHEMBL1323110,,CHEMBL1323110,5.34,0,http://www.openphacts.org/units/Nanomolar,1303918,=,7,1,=,,IC50,nM,,4608.0,CHEMBL1293269,Hepatitis C virus,NS3,11103,,,IC50,um,UO_0000065,,4.608
237,,Active,4869003,[],CHEMBL1614220,"PUBCHEM_BIOASSAY: Fluorescence-based biochemical high throughput dose response assay for inhibitors of the Hepatitis C Virus non-structural protein 3 helicase (NS3). (Class of assay: confirmatory) [Related pubchem assays: 1830 (Summary AID.), 1800 (Primary screen (NS3 inhibitors).), 1943 (Confirmation screen (NS3 inhibitors).)]",B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(C(=O)C2=C(O)C(=O)N(c3ccccn3)C2c2ccc(C(C)C)cc2)cc1,,,CHEMBL1201862,,,"{'bei': '12.15', 'le': '0.22', 'lle': '0.20', 'sei': '6.53'}",CHEMBL1610160,,CHEMBL1610160,5.21,0,http://www.openphacts.org/units/Nanomolar,1215500,=,7,1,=,,IC50,nM,,6239.0,CHEMBL1293269,Hepatitis C virus,NS3,11103,,,IC50,um,UO_0000065,,6.239
238,,Active,4869004,[],CHEMBL1614220,"PUBCHEM_BIOASSAY: Fluorescence-based biochemical high throughput dose response assay for inhibitors of the Hepatitis C Virus non-structural protein 3 helicase (NS3). (Class of assay: confirmatory) [Related pubchem assays: 1830 (Summary AID.), 1800 (Primary screen (NS3 inhibitors).), 1943 (Confirmation screen (NS3 inhibitors).)]",B,,,BAO_0000190,BAO_0000357,single protein format,O=C(/C=C/c1ccccc1Cl)c1ccccc(=O)c1O,,,CHEMBL1201862,,,"{'bei': '18.65', 'le': '0.37', 'lle': '2.05', 'sei': '9.84'}",CHEMBL1503034,,CHEMBL1503034,5.35,0,http://www.openphacts.org/units/Nanomolar,1049458,=,7,1,=,,IC50,nM,,4492.0,CHEMBL1293269,Hepatitis C virus,NS3,11103,,,IC50,um,UO_0000065,,4.492
239,,Active,4869005,[],CHEMBL1614220,"PUBCHEM_BIOASSAY: Fluorescence-based biochemical high throughput dose response assay for inhibitors of the Hepatitis C Virus non-structural protein 3 helicase (NS3). (Class of assay: confirmatory) [Related pubchem assays: 1830 (Summary AID.), 1800 (Primary screen (NS3 inhibitors).), 1943 (Confirmation screen (NS3 inhibitors).)]",B,,,BAO_0000190,BAO_0000357,single protein format,CCCCOc1ccc(-c2cc(C(F)(F)F)c(C#N)c(SCC(=O)O)n2)cc1,,,CHEMBL1201862,,,"{'bei': '13.90', 'le': '0.28', 'lle': '0.71', 'sei': '6.86'}",CHEMBL1580969,,CHEMBL1580969,5.70,0,http://www.openphacts.org/units/Nanomolar,1117086,=,7,1,=,,IC50,nM,,1976.0,CHEMBL1293269,Hepatitis C virus,NS3,11103,,,IC50,um,UO_0000065,,1.976
240,,Active,4869006,[],CHEMBL1614220,"PUBCHEM_BIOASSAY: Fluorescence-based biochemical high throughput dose response assay for inhibitors of the Hepatitis C Virus non-structural protein 3 helicase (NS3). (Class of assay: confirmatory) [Related pubchem assays: 1830 (Summary AID.), 1800 (Primary screen (NS3 inhibitors).), 1943 (Confirmation screen (NS3 inhibitors).)]",B,,,BAO_0000190,BAO_0000357,single protein format,CCCCn1c(NS(=O)(=O)c2ccc(C)cc2)c(S(=O)(=O)c2ccccc2)c2nc3ccccc3nc21,,,CHEMBL1201862,,,"{'bei': '11.56', 'le': '0.23', 'lle': '0.85', 'sei': '5.57'}",CHEMBL1532953,,CHEMBL1532953,6.18,0,http://www.openphacts.org/units/Nanomolar,1038283,=,7,1,=,,IC50,nM,,662.39,CHEMBL1293269,Hepatitis C virus,NS3,11103,,,IC50,um,UO_0000065,,0.66239
241,,Active,4869007,[],CHEMBL1614220,"PUBCHEM_BIOASSAY: Fluorescence-based biochemical high throughput dose response assay for inhibitors of the Hepatitis C Virus non-structural protein 3 helicase (NS3). (Class of assay: confirmatory) [Related pubchem assays: 1830 (Summary AID.), 1800 (Primary screen (NS3 inhibitors).), 1943 (Confirmation screen (NS3 inhibitors).)]",B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(C2C(C(=O)c3ccc4c(c3)OCCO4)=C(O)C(=O)N2c2nc(C)c(C(C)=O)s2)cc1,,,CHEMBL1201862,,,"{'bei': '10.44', 'le': '0.20', 'lle': '1.07', 'sei': '4.59'}",CHEMBL1610408,,CHEMBL1610408,5.29,0,http://www.openphacts.org/units/Nanomolar,1249693,=,7,1,=,,IC50,nM,,5126.0,CHEMBL1293269,Hepatitis C virus,NS3,11103,,,IC50,um,UO_0000065,,5.126
242,,Not Active,4869008,[],CHEMBL1614220,"PUBCHEM_BIOASSAY: Fluorescence-based biochemical high throughput dose response assay for inhibitors of the Hepatitis C Virus non-structural protein 3 helicase (NS3). (Class of assay: confirmatory) [Related pubchem assays: 1830 (Summary AID.), 1800 (Primary screen (NS3 inhibitors).), 1943 (Confirmation screen (NS3 inhibitors).)]",B,,,BAO_0000190,BAO_0000357,single protein format,COc1cccc(C2C(C#N)=C(N)OC3=C2C(=O)CC(c2ccco2)C3)c1OCc1ccc(F)cc1,,,CHEMBL1201862,,,"{'bei': '9.20', 'le': '0.17', 'lle': '-0.74', 'sei': '4.15'}",CHEMBL1425000,,CHEMBL1425000,4.47,0,http://www.openphacts.org/units/Nanomolar,1180390,=,7,1,=,,IC50,nM,,33503.0,CHEMBL1293269,Hepatitis C virus,NS3,11103,,,IC50,um,UO_0000065,,33.503
243,,Not Active,4869009,[],CHEMBL1614220,"PUBCHEM_BIOASSAY: Fluorescence-based biochemical high throughput dose response assay for inhibitors of the Hepatitis C Virus non-structural protein 3 helicase (NS3). (Class of assay: confirmatory) [Related pubchem assays: 1830 (Summary AID.), 1800 (Primary screen (NS3 inhibitors).), 1943 (Confirmation screen (NS3 inhibitors).)]",B,,,BAO_0000190,BAO_0000357,single protein format,Cc1occc1C(=O)NNC(=S)NC(=O)COc1ccc(Cl)cc1Cl,,,CHEMBL1201862,,,"{'bei': '11.98', 'le': '0.26', 'lle': '2.21', 'sei': '5.20'}",CHEMBL1442398,,CHEMBL1442398,4.82,0,http://www.openphacts.org/units/Nanomolar,1244961,=,7,1,=,,IC50,nM,,15177.0,CHEMBL1293269,Hepatitis C virus,NS3,11103,,,IC50,um,UO_0000065,,15.177
244,,Active,4869010,[],CHEMBL1614220,"PUBCHEM_BIOASSAY: Fluorescence-based biochemical high throughput dose response assay for inhibitors of the Hepatitis C Virus non-structural protein 3 helicase (NS3). (Class of assay: confirmatory) [Related pubchem assays: 1830 (Summary AID.), 1800 (Primary screen (NS3 inhibitors).), 1943 (Confirmation screen (NS3 inhibitors).)]",B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(/C=C/C(=O)c2ccccc(=O)c2O)c(C)c1,,,CHEMBL1201862,,,"{'bei': '19.76', 'le': '0.36', 'lle': '2.27', 'sei': '10.19'}",CHEMBL1336054,,CHEMBL1336054,5.54,0,http://www.openphacts.org/units/Nanomolar,1050316,=,7,1,=,,IC50,nM,,2898.0,CHEMBL1293269,Hepatitis C virus,NS3,11103,,,IC50,um,UO_0000065,,2.898
245,,Active,4869011,[],CHEMBL1614220,"PUBCHEM_BIOASSAY: Fluorescence-based biochemical high throughput dose response assay for inhibitors of the Hepatitis C Virus non-structural protein 3 helicase (NS3). (Class of assay: confirmatory) [Related pubchem assays: 1830 (Summary AID.), 1800 (Primary screen (NS3 inhibitors).), 1943 (Confirmation screen (NS3 inhibitors).)]",B,,,BAO_0000190,BAO_0000357,single protein format,CNc1ccc(Br)cc(C(=O)/C=C/c2cccc(OC)c2)c1=O,,,CHEMBL1201862,,,"{'bei': '13.49', 'le': '0.30', 'lle': '1.29', 'sei': '9.11'}",CHEMBL1581396,,CHEMBL1581396,5.05,0,http://www.openphacts.org/units/Nanomolar,980453,=,7,1,=,,IC50,nM,,8970.0,CHEMBL1293269,Hepatitis C virus,NS3,11103,,,IC50,um,UO_0000065,,8.97
246,,Not Active,4869012,[],CHEMBL1614220,"PUBCHEM_BIOASSAY: Fluorescence-based biochemical high throughput dose response assay for inhibitors of the Hepatitis C Virus non-structural protein 3 helicase (NS3). (Class of assay: confirmatory) [Related pubchem assays: 1830 (Summary AID.), 1800 (Primary screen (NS3 inhibitors).), 1943 (Confirmation screen (NS3 inhibitors).)]",B,,,BAO_0000190,BAO_0000357,single protein format,CN(C)c1ccc(O)c2c1CC1CC3[C@@H](N(C)C)C(=O)C(C(N)=O)=C(O)[C@]3(O)C(=O)C1=C2O.Cl,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1201862,,,,CHEMBL1385808,,CHEMBL1619013,,0,http://www.openphacts.org/units/Nanomolar,1297992,>,7,1,>,,IC50,nM,,108803.0,CHEMBL1293269,Hepatitis C virus,NS3,11103,,,IC50,um,UO_0000065,,108.803
247,,Active,4869013,[],CHEMBL1614220,"PUBCHEM_BIOASSAY: Fluorescence-based biochemical high throughput dose response assay for inhibitors of the Hepatitis C Virus non-structural protein 3 helicase (NS3). (Class of assay: confirmatory) [Related pubchem assays: 1830 (Summary AID.), 1800 (Primary screen (NS3 inhibitors).), 1943 (Confirmation screen (NS3 inhibitors).)]",B,,,BAO_0000190,BAO_0000357,single protein format,O=C(O)c1ccc(-n2cccc2/C=C2/NC(=O)N(c3cccc(Cl)c3)C2=O)cc1,,,CHEMBL1201862,,,"{'bei': '12.79', 'le': '0.25', 'lle': '1.29', 'sei': '5.69'}",CHEMBL1346055,,CHEMBL1346055,5.22,0,http://www.openphacts.org/units/Nanomolar,1093732,=,7,1,=,,IC50,nM,,6066.0,CHEMBL1293269,Hepatitis C virus,NS3,11103,,,IC50,um,UO_0000065,,6.066
248,,Not Active,4869014,[],CHEMBL1614220,"PUBCHEM_BIOASSAY: Fluorescence-based biochemical high throughput dose response assay for inhibitors of the Hepatitis C Virus non-structural protein 3 helicase (NS3). (Class of assay: confirmatory) [Related pubchem assays: 1830 (Summary AID.), 1800 (Primary screen (NS3 inhibitors).), 1943 (Confirmation screen (NS3 inhibitors).)]",B,,,BAO_0000190,BAO_0000357,single protein format,O=C(Nc1nc(-c2ccco2)c(-c2ccco2)s1)C1CC(=O)N(c2ccc3c(c2)OCCO3)C1,,,CHEMBL1201862,,,"{'bei': '9.59', 'le': '0.18', 'lle': '0.15', 'sei': '4.28'}",CHEMBL1481914,,CHEMBL1481914,4.58,0,http://www.openphacts.org/units/Nanomolar,1167935,=,7,1,=,,IC50,nM,,26270.0,CHEMBL1293269,Hepatitis C virus,NS3,11103,,,IC50,um,UO_0000065,,26.27
249,,Active,4869015,[],CHEMBL1614220,"PUBCHEM_BIOASSAY: Fluorescence-based biochemical high throughput dose response assay for inhibitors of the Hepatitis C Virus non-structural protein 3 helicase (NS3). (Class of assay: confirmatory) [Related pubchem assays: 1830 (Summary AID.), 1800 (Primary screen (NS3 inhibitors).), 1943 (Confirmation screen (NS3 inhibitors).)]",B,,,BAO_0000190,BAO_0000357,single protein format,O=C(O)CCN1C(=O)/C(=C2\C(=O)N(Cc3ccccc3Cl)c3ccccc32)SC1=S,,,CHEMBL1201862,,,"{'bei': '12.01', 'le': '0.25', 'lle': '1.58', 'sei': '7.08'}",CHEMBL1373132,,CHEMBL1373132,5.51,0,http://www.openphacts.org/units/Nanomolar,1214125,=,7,1,=,,IC50,nM,,3065.0,CHEMBL1293269,Hepatitis C virus,NS3,11103,,,IC50,um,UO_0000065,,3.065
